,date,tick,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2,2020-07-06,BAJFINANCE.NS,2970.0,3134.64990234375,2955.0,3064.0576171875,11437583.0,0.0,187.0413274857965,3212.274927594266,2145.6612540463593,58.648377094615505,116.74683051943732,12.210333095531196,2502.0687540690105,2302.7328898111978,27.940000534057617,9.943108167514996
2,2020-07-06,BHARTIARTL.NS,576.7711181640625,578.4398193359375,564.452392578125,555.7886352539062,16114629.0,0.0,4.0704920053048,563.0911831745096,524.1475131145529,55.20730775657666,133.9542113141081,8.228090372384699,543.898876953125,525.4191752115886,27.940000534057617,9.943108167514996
2,2020-07-06,BPCL.NS,194.0,198.375,192.6999969482422,151.01499938964844,9926808.0,0.0,3.701087551354277,153.7567184588241,138.70420836002356,55.30200211223784,90.62345784431022,14.651296396840555,142.24900080362957,136.44886805216473,27.940000534057617,9.943108167514996
2,2020-07-06,BRITANNIA.NS,3560.0,3646.0,3541.0,3316.864501953125,538078.0,0.0,75.62343016705245,3311.298529330662,3010.8495175443377,64.35341478551885,157.64050060211324,39.39451376634924,3139.23662109375,2940.271663411458,27.940000534057617,9.943108167514996
2,2020-07-06,CIPLA.NS,640.0,644.25,629.2000122070312,612.7063598632812,5604802.0,0.0,4.734712967404789,633.1992278511959,603.6305512015385,55.91303996957799,-73.82768391440567,18.610191943972243,618.4140828450521,594.6772593180339,27.940000534057617,9.943108167514996
2,2020-07-06,DIVISLAB.NS,2219.89990234375,2219.89990234375,2157.0,2088.989990234375,932519.0,0.0,-36.05784249906901,2372.6786909263606,2100.448579581452,43.96270570607071,-189.25971748199368,16.77084749619339,2258.8324625651044,2261.445597330729,27.940000534057617,9.943108167514996
2,2020-07-06,DRREDDY.NS,3925.0,3940.0,3877.0,3771.1943359375,569617.0,0.0,0.5459980692985482,4006.6681112882034,3751.915018594609,52.32881325432141,-116.73620020156257,19.82109813474559,3862.2814778645834,3799.656766764323,27.940000534057617,9.943108167514996
3,2020-07-07,ADANIPORTS.NS,361.0,361.0,344.25,337.4535217285156,4348413.0,1.0,6.993561726084863,350.0296625822141,326.17468006915306,55.80071783971169,80.92870327482436,3.5707301562497626,334.6767506917318,306.3702903747559,29.43000030517578,29.057484417787343
3,2020-07-07,ASIANPAINT.NS,1708.949951171875,1749.9000244140625,1705.8499755859375,1687.85205078125,2983260.0,1.0,20.151690945767314,1698.3395893434015,1521.4772197386299,55.26030923835516,129.13987250947565,17.92804465692475,1608.7006551106772,1606.9587422688803,29.43000030517578,29.057484417787343
3,2020-07-07,AXISBANK.NS,433.5,449.0,426.20001220703125,445.4093017578125,37991679.0,1.0,8.336512148352767,451.3431365024925,380.51239938617937,52.0428702816646,121.56551225770328,1.785960367760139,411.0174977620443,406.440766398112,29.43000030517578,29.057484417787343
3,2020-07-07,BAJAJ-AUTO.NS,2901.0,2974.0,2826.550048828125,2552.87939453125,2168021.0,1.0,52.61163404036506,2654.9716442022227,2367.475719079027,55.63884532024261,95.48423078476436,14.356368557968635,2493.520198567708,2362.39052734375,29.43000030517578,29.057484417787343
3,2020-07-07,BAJAJFINSV.NS,632.2999877929688,662.969970703125,627.5050048828125,657.8011474609375,20073540.0,1.0,33.68380810093652,675.6555239138253,481.279821545159,59.45153111119434,126.95906597583941,17.270729335612973,549.7154052734375,508.0048014322917,29.43000030517578,29.057484417787343
3,2020-07-07,BAJFINANCE.NS,3150.0,3419.64990234375,3125.300048828125,3303.707763671875,22876401.0,1.0,210.84672589662568,3309.1710779047494,2138.2927648686878,62.06999678142742,152.24143673911368,21.523491019327228,2552.1031209309895,2319.472615559896,29.43000030517578,29.057484417787343
3,2020-07-07,BHARTIARTL.NS,568.32958984375,571.86328125,555.6182861328125,546.6797485351562,12759442.0,1.0,3.770262644218633,563.0368898926297,524.1391599120577,53.47817373030331,56.3486276899253,4.431186712177687,544.1527038574219,527.1140446980794,29.43000030517578,29.057484417787343
3,2020-07-07,BPCL.NS,195.125,195.625,188.89999389648438,147.00933837890625,9853948.0,1.0,3.391932560268117,153.7048618862509,138.6922069003702,53.10806926162337,58.181226971241436,10.701832290774654,143.10947443644207,136.6910774230957,29.43000030517578,29.057484417787343
3,2020-07-07,BRITANNIA.NS,3636.0,3685.449951171875,3580.0,3366.28173828125,664348.0,1.0,82.10463456353773,3347.918246688464,2998.2749906162235,65.85065590126591,189.8538679995155,41.294496645659706,3154.9342447916665,2954.5068318684894,29.43000030517578,29.057484417787343
3,2020-07-07,CIPLA.NS,637.9500122070312,642.5999755859375,635.2000122070312,614.5890502929688,3781547.0,1.0,4.203311892176316,633.1286660544486,603.3631857521921,56.223246029524596,-52.41690805719529,18.610191943972247,618.6989034016927,596.6694071451823,29.43000030517578,29.057484417787343
3,2020-07-07,DIVISLAB.NS,2179.5,2207.0,2147.0,2111.609375,1348625.0,1.0,-39.54909779478385,2362.8069532238264,2087.382133690236,45.26712063797922,-169.54361345671532,17.61602701669162,2255.249471028646,2261.6961181640627,29.43000030517578,29.057484417787343
3,2020-07-07,DRREDDY.NS,3894.89990234375,3919.0,3814.0,3704.8203125,1035997.0,1.0,-9.8174488342338,4002.16285329723,3727.3224006090204,49.890258494062984,-177.21069068571236,14.141246967622212,3860.963671875,3801.925744628906,29.43000030517578,29.057484417787343
4,2020-07-08,ADANIPORTS.NS,349.0,349.6499938964844,339.29998779296875,332.23492431640625,3988463.0,2.0,5.857190349486757,350.02496085113995,325.59899849944594,53.95053588174502,-7.586866473740406,0.271326136036498,335.1303304036458,307.8123163859049,28.079999923706055,9.194953418909638
4,2020-07-08,ASIANPAINT.NS,1750.0,1761.800048828125,1680.050048828125,1630.325439453125,2725937.0,2.0,18.16649572644019,1700.1770209876622,1524.5029838951505,51.05700510501301,78.40632064734808,13.645964433585705,1610.8534708658854,1607.5211161295572,28.079999923706055,9.194953418909638
4,2020-07-08,AXISBANK.NS,450.0,461.3999938964844,441.0,442.22320556640625,45877067.0,2.0,9.193347765786427,453.8701829894869,379.64810924684116,51.61898266292772,149.10736021009308,5.073005061796474,412.9142333984375,406.83903147379556,28.079999923706055,9.194953418909638
4,2020-07-08,BAJAJ-AUTO.NS,2882.0,2899.0,2811.60009765625,2557.631591796875,1348810.0,2.0,49.16845010908628,2657.9363987728807,2376.6380641177443,55.816818302811754,65.00838289431769,13.070272940073258,2501.646769205729,2368.6147257486978,28.079999923706055,9.194953418909638
4,2020-07-08,BAJAJFINSV.NS,660.0,668.0,636.989990234375,639.4135131835938,14003560.0,2.0,33.84400634807639,681.2957312504063,487.4428185542811,57.29772732625988,116.84730356753357,18.208461964341733,556.860649617513,510.64207153320314,28.079999923706055,9.194953418909638
4,2020-07-08,BAJFINANCE.NS,3351.949951171875,3408.800048828125,3180.10009765625,3161.879150390625,19126183.0,2.0,215.7809039237386,3357.6746623648064,2165.917549549256,59.07725727642748,134.3404167391897,21.523491019327228,2593.879756673177,2330.251883951823,28.079999923706055,9.194953418909638
4,2020-07-08,BHARTIARTL.NS,561.4586181640625,563.4217529296875,548.6981811523438,541.0408935546875,9581306.0,2.0,3.0422510649345895,562.7338610455173,523.8831189349515,52.4266167708988,-5.454150464235708,1.544373020479181,544.0948689778646,528.2803716023762,28.079999923706055,9.194953418909638
4,2020-07-08,BPCL.NS,191.1999969482422,193.72500610351562,188.0749969482422,146.35140991210938,8446692.0,2.0,3.0585782871624474,153.68664058242902,138.67946506942647,52.75247637113136,44.02405890522498,9.851950299843267,143.73773549397785,136.9055508931478,28.079999923706055,9.194953418909638
4,2020-07-08,BRITANNIA.NS,3675.550048828125,3712.5,3630.0,3372.27587890625,531417.0,2.0,86.72500096889189,3378.6033020080563,2995.7761169372566,66.02969381312771,199.40632093037473,42.57155184244593,3169.1097005208335,2968.4474283854165,28.079999923706055,9.194953418909638
4,2020-07-08,CIPLA.NS,643.4500122070312,648.0,632.5,612.5132446289062,6952585.0,2.0,3.573479693172658,632.878365496406,602.7879797184377,55.775619762511084,-53.96066604716463,20.447659285762075,618.7423502604166,597.5512298583984,28.079999923706055,9.194953418909638
4,2020-07-08,DIVISLAB.NS,2174.0,2213.0,2141.050048828125,2091.310302734375,1586276.0,2.0,-43.45300901580913,2357.1536516504934,2070.691734091694,44.30958500414216,-161.0692391843571,16.879335390453026,2251.1606282552084,2259.321427408854,28.079999923706055,9.194953418909638
4,2020-07-08,DRREDDY.NS,3831.0,3944.699951171875,3831.0,3766.058837890625,1362258.0,2.0,-12.939954225108522,3985.6879566216758,3721.9181713080116,52.02411145913334,-135.6028928481173,15.82508894469376,3861.0831787109373,3806.2077392578126,28.079999923706055,9.194953418909638
5,2020-07-09,ADANIPORTS.NS,341.0,346.5,340.0,334.7222595214844,3635224.0,3.0,5.09854218931514,349.8292208363879,326.23368809915894,54.691266601977475,-13.35913495581513,0.2713261360364861,335.49937032063804,309.1177800496419,29.260000228881836,2.850526495789883
5,2020-07-09,ASIANPAINT.NS,1694.0,1722.0,1692.0999755859375,1660.2972412109375,1904661.0,3.0,18.795030715038592,1703.7925870456947,1531.198697133993,52.98446863249715,75.11440147556189,13.645964433585691,1613.2270426432292,1608.1076599121093,29.260000228881836,2.850526495789883
5,2020-07-09,AXISBANK.NS,447.8500061035156,457.0,446.04998779296875,451.78155517578125,29162679.0,3.0,10.522379654087388,458.92788368530125,378.60292380981593,52.81178993847485,152.01427080752097,5.073005061796454,414.9984853108724,407.41651560465493,29.260000228881836,2.850526495789883
5,2020-07-09,BAJAJ-AUTO.NS,2878.0,2895.0,2840.199951171875,2584.12744140625,700469.0,3.0,48.02410369177778,2663.0304433923693,2386.199659146693,56.81608158645774,78.98360328744334,13.070272940073258,2510.0752197265624,2375.8543782552083,29.260000228881836,2.850526495789883
5,2020-07-09,BAJAJFINSV.NS,643.0499877929688,663.7999877929688,637.5,655.7647094726562,13227850.0,3.0,34.88820004797651,687.552130037158,495.27360238471704,58.67494768996627,115.06694984819039,18.208461964341744,564.4580973307292,514.0989807128906,29.260000228881836,2.850526495789883
5,2020-07-09,BAJFINANCE.NS,3235.0,3379.89990234375,3195.10009765625,3282.07373046875,18757786.0,3.0,226.77584290934783,3409.078217299685,2212.197588364377,60.73690534674461,131.97866227834203,21.523491019327235,2639.2932739257812,2347.3801025390626,29.260000228881836,2.850526495789883
5,2020-07-09,BHARTIARTL.NS,553.6060180664062,559.7408447265625,549.9742431640625,548.1256103515625,8611659.0,3.0,3.0023646881529658,562.8857605922028,525.3505858433441,53.61215418661772,7.084269728647679,1.544373020479182,544.2844380696614,529.1872477213542,29.260000228881836,2.850526495789883
5,2020-07-09,BPCL.NS,190.75,190.89999389648438,186.5500030517578,145.8095703125,5702054.0,3.0,2.719324022086198,153.68900041017616,138.93640852537072,52.4532634179,22.23350978500741,8.262594004813478,144.38663686116536,137.07745157877605,29.260000228881836,2.850526495789883
5,2020-07-09,BRITANNIA.NS,3690.0,3699.0,3650.0,3361.84326171875,397351.0,3.0,88.52439548839857,3401.12266085785,3001.008247345275,65.41223044647838,174.92810395741367,42.57155184244593,3179.7969482421877,2983.6555297851564,29.260000228881836,2.850526495789883
5,2020-07-09,CIPLA.NS,643.9500122070312,643.9500122070312,636.25,617.0027465820312,4354183.0,3.0,3.3974349102348924,632.915280102927,603.1420868404323,56.54959699471228,-41.71499281774586,20.447659285762075,619.0867106119791,598.2946645100911,29.260000228881836,2.850526495789883
5,2020-07-09,DIVISLAB.NS,2171.0,2193.85009765625,2153.0,2103.7314453125,819353.0,3.0,-45.025577555784366,2353.202231967545,2057.2485981105806,45.045426926045984,-146.46106954984288,16.879335390453022,2247.6565755208335,2256.665604654948,29.260000228881836,2.850526495789883
5,2020-07-09,DRREDDY.NS,3905.0,3917.0,3854.050048828125,3775.65185546875,491143.0,3.0,-14.473642753320746,3976.9506431185223,3715.0552406705406,52.35291195570758,-134.80185331178933,15.825088944693746,3861.3690266927083,3808.6301432291666,29.260000228881836,2.850526495789883
6,2020-07-10,ADANIPORTS.NS,341.0,342.70001220703125,332.25,326.7236633300781,3368457.0,4.0,3.8079920293042733,350.3611625310941,324.6921669366793,51.91336008088738,-113.27855001696723,4.809496465291045,335.861908976237,310.1915766398112,27.290000915527344,3.807400024582577
6,2020-07-10,ASIANPAINT.NS,1707.949951171875,1711.0,1695.199951171875,1647.00341796875,1156043.0,4.0,18.012808345304393,1706.3531497087192,1535.033739939718,52.04403767728354,57.811491018703585,13.645964433585684,1613.8844889322916,1607.8707845052083,27.290000915527344,3.807400024582577
6,2020-07-10,AXISBANK.NS,449.8999938964844,451.45001220703125,437.0,437.6929016113281,25676354.0,4.0,10.31984959956236,460.8964632164984,379.78063334111886,50.898375528557914,105.97989973635663,2.396367183407356,416.81224772135414,407.7865692138672,27.290000915527344,3.807400024582577
6,2020-07-10,BAJAJ-AUTO.NS,2875.0,2915.0,2856.39990234375,2595.51513671875,688336.0,4.0,47.48867289184318,2670.7998707592506,2388.522004240749,57.24599499704954,91.23585042777616,14.447739695209247,2515.5806233723956,2384.2163330078124,27.290000915527344,3.807400024582577
6,2020-07-10,BAJAJFINSV.NS,651.5,664.5,644.0999755859375,647.23974609375,12206400.0,4.0,34.628660141057026,691.6935632784027,503.0896032255034,57.67176067233471,109.0575151799587,18.34630261026037,571.3755767822265,517.2346227010091,27.290000915527344,3.807400024582577
6,2020-07-10,BAJFINANCE.NS,3275.0,3395.0,3272.050048828125,3266.451904296875,16150413.0,4.0,231.5595856916625,3454.269726299696,2252.1625979190544,60.407513832038106,128.6234519960888,22.008783905199163,2683.990584309896,2365.9703084309895,27.290000915527344,3.807400024582577
6,2020-07-10,BHARTIARTL.NS,558.612060546875,568.32958984375,555.2256469726562,553.957275390625,13532330.0,4.0,3.402103744352985,563.9723932304058,525.6712652168598,54.57604861664962,59.78160828307848,5.03122045554147,544.9945170084635,530.2186289469402,27.290000915527344,3.807400024582577
6,2020-07-10,BPCL.NS,188.9250030517578,190.25,185.1750030517578,145.65478515625,11766114.0,4.0,2.41018953958104,153.70506705232262,139.01516305021644,52.36548969217051,8.061885297932927,6.8210490750648125,144.8194544474284,137.22258427937825,27.290000915527344,3.807400024582577
6,2020-07-10,BRITANNIA.NS,3669.60009765625,3753.60009765625,3655.35009765625,3410.391357421875,706136.0,4.0,92.79813506275286,3429.781424478284,3005.3492639982787,66.90218631297563,180.74968385283887,45.14898494064472,3190.4064208984373,2997.6935994466144,27.290000915527344,3.807400024582577
6,2020-07-10,CIPLA.NS,640.0,647.0,636.7000122070312,616.8580322265625,4119561.0,4.0,3.2092467139329983,632.6104229914512,602.9931597722208,56.51661482077729,-25.779038615877813,21.51859953339502,618.7890157063802,599.0437327067058,27.290000915527344,3.807400024582577
6,2020-07-10,DIVISLAB.NS,2184.35009765625,2226.60009765625,2160.0,2129.588623046875,1011412.0,4.0,-43.681854084865336,2338.0498199580043,2053.8416107060584,46.56585461698189,-113.52051213298729,12.754013828963348,2241.6312174479167,2253.5667399088543,27.290000915527344,3.807400024582577
6,2020-07-10,DRREDDY.NS,3899.699951171875,3957.0,3883.199951171875,3784.226806640625,830591.0,4.0,-14.826267087886663,3973.514106460065,3708.559941391498,52.652967650265204,-91.53048289985725,18.487737870761638,3856.013907877604,3810.2103556315105,27.290000915527344,3.807400024582577
7,2020-07-13,ADANIPORTS.NS,336.25,339.6499938964844,331.5,324.0412292480469,2187702.0,0.0,2.5394979654378744,351.10661501218067,323.2102612085224,51.01441919075071,-149.50430894338382,5.289933229618975,335.95457560221354,311.24180094401044,32.189998626708984,4.093101207384512
7,2020-07-13,ASIANPAINT.NS,1708.0,1732.9000244140625,1700.0,1649.08203125,1289791.0,0.0,17.360497196634242,1707.188719659004,1542.6531260441209,52.181322632696684,73.6696404632745,16.49530583119671,1614.2841145833333,1607.267315673828,32.189998626708984,4.093101207384512
7,2020-07-13,AXISBANK.NS,443.95001220703125,446.3999938964844,432.75,438.1409606933594,21326370.0,0.0,10.079309687608657,461.1085970614694,384.5916104580618,50.956833764417226,87.78217477322201,1.1446518175287317,418.242680867513,408.0769709269206,32.189998626708984,4.093101207384512
7,2020-07-13,BAJAJ-AUTO.NS,2898.89990234375,2910.0,2876.800048828125,2600.26708984375,481601.0,0.0,46.907067552670924,2676.150578937172,2398.5442696956407,57.428945211467855,92.27621709757858,14.447739695209247,2519.8157633463543,2392.681396484375,32.189998626708984,4.093101207384512
7,2020-07-13,BAJAJFINSV.NS,657.4000244140625,659.239990234375,640.0,645.0087280273438,8107250.0,0.0,33.85271535237757,691.0545735636288,517.2832194051211,57.4060428863222,99.04693824860377,17.15008430453262,577.0264567057292,520.1658762613932,32.189998626708984,4.093101207384512
7,2020-07-13,BAJFINANCE.NS,3360.0,3378.0,3216.199951171875,3188.046875,13136467.0,0.0,226.41414438698303,3459.3108499779655,2334.1703511939095,58.753167585577245,111.12311135706769,19.188669930863227,2719.267130533854,2382.6369384765626,32.189998626708984,4.093101207384512
7,2020-07-13,BHARTIARTL.NS,563.9125366210938,578.1453247070312,559.4954833984375,565.6204833984375,16660491.0,0.0,4.606917561151704,566.6568387187424,526.4665194355546,56.44836168916004,123.84352947870678,8.847813505750109,545.8861307779948,531.6058512369792,32.189998626708984,4.093101207384512
7,2020-07-13,BPCL.NS,189.0,192.10000610351562,187.72500610351562,147.04803466796875,10277456.0,0.0,2.2516660224325733,153.37382195657236,140.0798096352245,53.09632867458412,29.885413705010475,8.516503917685087,145.2535608927409,137.38093973795574,32.189998626708984,4.093101207384512
7,2020-07-13,BRITANNIA.NS,3760.0,3835.0,3750.25,3474.587890625,1108644.0,0.0,100.21006888720831,3467.4553572431346,3007.9046769365527,68.74400473758851,210.60607418613938,48.69983859155105,3201.4475260416666,3012.8099039713543,32.189998626708984,4.093101207384512
7,2020-07-13,CIPLA.NS,641.0,646.0,636.5999755859375,616.3269653320312,3450069.0,0.0,2.9828688965950505,632.2661507749254,602.8257132387465,56.39175398494459,-31.498579575649273,21.463118968225746,618.6554545084635,599.6536071777343,32.189998626708984,4.093101207384512
7,2020-07-13,DIVISLAB.NS,2220.0,2240.0,2197.199951171875,2160.5693359375,600585.0,0.0,-39.659884478655385,2331.012434962293,2051.2223306627075,48.33747671808132,-82.02392678521811,11.094329281935428,2233.7402587890624,2251.020467122396,32.189998626708984,4.093101207384512
7,2020-07-13,DRREDDY.NS,3915.300048828125,3928.949951171875,3874.0,3802.853271484375,535688.0,0.0,-13.447707566602276,3968.403401671636,3705.1799479377387,53.313627146405096,-91.01896735346955,17.602628258243165,3855.0812174479165,3811.244287109375,32.189998626708984,4.093101207384512
8,2020-07-14,ADANIPORTS.NS,332.70001220703125,333.5,319.70001220703125,312.531005859375,3146768.0,1.0,0.5985289788059163,353.8655494520451,318.46142808701734,47.373076625899806,-270.7339088340137,12.479396424734928,335.31891377766925,312.09124654134115,29.520000457763672,8.823737394351992
8,2020-07-14,ASIANPAINT.NS,1705.6500244140625,1718.0,1682.0999755859375,1632.404296875,1347120.0,1.0,15.321169227486735,1705.9392336643564,1550.3514157497061,50.97021316797859,44.211261580428165,13.333377921068177,1613.6105550130208,1606.1739868164063,29.520000457763672,8.823737394351992
8,2020-07-14,AXISBANK.NS,434.8999938964844,435.79998779296875,415.3999938964844,415.8879699707031,25685579.0,1.0,8.000821212474534,457.388502942835,391.91102403470404,48.01956029506189,10.317706567440496,3.820554096471043,418.4949157714844,407.0630559285482,29.520000457763672,8.823737394351992
